quantity tons,country,status,application,thickness,width,material_ref,selling_price,purchased_month,purchased_year,delivered_month,delivered_year,item_type_PL,item_type_S,item_type_W
2.32,78,1,2.25,0.56,837.26,6137,14.95,1.0,2021.0,3.0,2021.0,0,0,1
6.97,78,1,2.25,0.31,679.62,7801,15.79,1.0,2021.0,3.0,2021.0,0,0,1
4.04,78,1,2.25,0.5,834.75,7802,15.41,1.0,2021.0,3.0,2021.0,0,0,1
5.03,78,1,2.26,0.51,837.26,4485,14.97,1.0,2021.0,3.0,2021.0,0,0,1
1.93,78,1,2.25,0.57,834.75,7802,15.3,1.0,2021.0,3.0,2021.0,0,0,1
0.81,78,1,2.25,0.67,755.57,8612,14.89,1.0,2021.0,3.0,2021.0,0,0,1
1.57,78,1,2.25,0.49,992.83,6138,15.42,1.0,2021.0,3.0,2021.0,0,0,1
4.91,78,1,2.26,0.45,837.26,4481,14.96,1.0,2021.0,3.0,2021.0,0,0,1
2.75,78,1,2.25,0.51,874.77,6137,14.95,1.0,2021.0,3.0,2021.0,0,0,1
7.56,78,1,2.26,0.69,837.26,4492,14.86,1.0,2021.0,3.0,2021.0,0,0,1
2.86,78,1,2.25,0.6,763.14,6137,14.96,1.0,2021.0,3.0,2021.0,0,0,1
3.45,78,1,2.26,0.4,837.26,4477,15.02,1.0,2021.0,3.0,2021.0,0,0,1
2.53,78,1,2.25,0.59,837.26,6137,14.93,1.0,2021.0,3.0,2021.0,0,0,1
4.71,78,1,2.26,0.42,837.26,4479,15.02,1.0,2021.0,3.0,2021.0,0,0,1
2.71,78,1,2.25,0.56,787.06,6137,15.01,1.0,2021.0,3.0,2021.0,0,0,1
2.57,78,1,2.26,0.45,837.26,4480,15.0,1.0,2021.0,3.0,2021.0,0,0,1
0.95,78,1,2.25,0.67,774.47,8612,14.88,1.0,2021.0,3.0,2021.0,0,0,1
2.11,30,1,2.25,0.32,717.66,7095,16.39,1.0,2021.0,1.0,2021.0,0,0,1
0.55,78,1,2.26,0.69,837.26,4491,14.85,1.0,2021.0,3.0,2021.0,0,0,1
1.45,78,1,2.25,0.51,793.35,6137,14.99,1.0,2021.0,3.0,2021.0,0,0,1
1.85,78,1,2.26,0.51,837.26,4491,15.0,1.0,2021.0,3.0,2021.0,0,0,1
2.21,78,1,2.25,0.51,837.26,6137,15.01,1.0,2021.0,3.0,2021.0,0,0,1
1.87,78,1,2.26,0.38,837.26,4567,15.47,1.0,2021.0,3.0,2021.0,0,0,1
2.45,78,1,2.25,0.54,770.7,6137,14.99,1.0,2021.0,3.0,2021.0,0,0,1
7.48,78,1,2.25,0.34,837.26,5360,16.05,1.0,2021.0,3.0,2021.0,0,1,0
2.81,78,1,2.25,0.54,783.91,6137,15.01,1.0,2021.0,3.0,2021.0,0,0,1
2.69,30,1,2.25,0.32,717.66,7095,16.46,1.0,2021.0,1.0,2021.0,0,0,1
3.46,78,1,2.25,0.34,837.26,5279,16.16,1.0,2021.0,3.0,2021.0,0,0,1
4.55,78,1,2.25,0.34,837.26,5438,16.07,1.0,2021.0,3.0,2021.0,0,1,0
0.77,78,1,2.25,0.5,837.26,4428,14.91,1.0,2021.0,3.0,2021.0,0,0,1
6.8,78,1,2.25,0.34,837.26,5279,16.12,1.0,2021.0,3.0,2021.0,0,0,1
4.45,78,1,2.25,0.34,837.26,5409,16.07,1.0,2021.0,3.0,2021.0,0,1,0
1.85,78,1,2.25,0.48,837.26,4428,14.93,1.0,2021.0,3.0,2021.0,0,0,1
3.33,78,1,2.25,0.51,837.26,5430,15.56,1.0,2021.0,3.0,2021.0,0,0,1
7.45,78,1,2.25,0.34,837.26,4082,16.29,1.0,2021.0,3.0,2021.0,0,1,0
2.94,78,1,2.25,0.54,770.7,4428,14.99,1.0,2021.0,3.0,2021.0,0,0,1
3.09,78,1,2.25,0.34,837.26,7672,16.47,1.0,2021.0,3.0,2021.0,0,0,1
4.52,78,1,2.25,0.42,837.26,5358,15.89,1.0,2021.0,3.0,2021.0,0,1,0
1.7,78,1,2.25,0.54,783.91,4428,14.96,1.0,2021.0,3.0,2021.0,0,0,1
3.04,78,1,2.25,0.34,837.26,5403,16.19,1.0,2021.0,3.0,2021.0,0,0,1
4.84,78,1,2.25,0.42,837.26,5403,15.92,1.0,2021.0,3.0,2021.0,0,1,0
0.97,78,1,2.25,0.52,837.26,4428,15.01,1.0,2021.0,3.0,2021.0,0,0,1
4.41,78,1,2.25,0.34,837.26,8563,16.93,1.0,2021.0,3.0,2021.0,0,1,0
1.73,78,1,2.25,0.54,770.7,6137,14.95,1.0,2021.0,3.0,2021.0,0,0,1
4.55,78,1,2.25,0.34,837.26,8562,16.98,1.0,2021.0,3.0,2021.0,0,1,0
0.95,78,1,2.25,0.54,783.91,6137,14.98,1.0,2021.0,3.0,2021.0,0,0,1
3.58,78,1,2.25,0.34,837.26,4081,16.37,1.0,2021.0,3.0,2021.0,0,0,1
5.49,78,1,1.71,0.57,868.52,4530,15.42,1.0,2021.0,3.0,2021.0,0,1,0
0.78,78,1,2.25,0.59,763.14,6137,14.96,1.0,2021.0,3.0,2021.0,0,0,1
4.31,78,1,1.71,0.57,992.83,4530,15.41,1.0,2021.0,3.0,2021.0,0,1,0
2.8,78,1,2.25,0.54,780.77,6137,14.96,1.0,2021.0,3.0,2021.0,0,0,1
3.5,78,1,2.25,0.34,837.26,4104,16.84,1.0,2021.0,3.0,2021.0,0,0,1
4.59,78,1,1.71,0.62,615.86,4530,15.36,1.0,2021.0,3.0,2021.0,0,1,0
1.9,78,1,2.25,0.54,780.77,6137,14.97,1.0,2021.0,3.0,2021.0,0,0,1
4.79,78,1,1.71,0.62,742.95,4530,15.36,1.0,2021.0,3.0,2021.0,0,1,0
4.48,78,1,1.71,0.62,992.83,4530,15.36,1.0,2021.0,3.0,2021.0,0,1,0
2.43,78,1,2.25,0.67,755.57,8612,14.93,1.0,2021.0,3.0,2021.0,0,0,1
3.08,78,1,2.25,0.51,837.26,5430,15.65,1.0,2021.0,3.0,2021.0,0,0,1
5.13,78,1,1.71,0.34,742.95,4530,15.79,1.0,2021.0,3.0,2021.0,0,1,0
2.95,78,1,2.25,0.42,837.26,5430,15.99,1.0,2021.0,3.0,2021.0,0,0,1
4.79,78,1,1.71,0.38,615.86,4530,15.69,1.0,2021.0,3.0,2021.0,0,1,0
3.34,78,1,2.25,0.34,837.26,7737,16.29,1.0,2021.0,3.0,2021.0,0,0,1
4.3,78,1,1.71,0.51,615.86,4530,15.51,1.0,2021.0,3.0,2021.0,0,1,0
6.75,78,1,2.25,0.54,776.99,6137,14.99,1.0,2021.0,3.0,2021.0,0,0,1
3.38,78,1,2.25,0.34,837.26,7737,16.28,1.0,2021.0,3.0,2021.0,0,0,1
4.72,78,1,1.71,0.51,742.95,4530,15.47,1.0,2021.0,3.0,2021.0,0,1,0
3.62,78,1,2.25,0.34,837.26,4679,17.26,1.0,2021.0,3.0,2021.0,0,0,1
4.92,78,1,1.71,0.51,992.83,4530,15.46,1.0,2021.0,3.0,2021.0,0,1,0
2.95,78,1,2.25,0.34,837.26,4679,17.24,1.0,2021.0,3.0,2021.0,0,0,1
4.27,78,1,1.71,0.57,551.64,4530,15.51,1.0,2021.0,3.0,2021.0,0,1,0
3.79,78,1,2.25,0.34,837.26,4679,17.25,1.0,2021.0,3.0,2021.0,0,0,1
4.73,78,1,1.71,0.69,615.86,4530,15.31,1.0,2021.0,3.0,2021.0,0,1,0
3.7,78,1,2.25,0.51,837.26,7737,15.52,1.0,2021.0,3.0,2021.0,0,0,1
5.61,78,1,1.71,0.69,742.95,4462,15.29,1.0,2021.0,3.0,2021.0,0,1,0
3.3,78,1,2.25,0.51,837.26,7748,15.53,1.0,2021.0,3.0,2021.0,0,0,1
7.86,78,1,2.25,0.2,663.72,4510,16.29,1.0,2021.0,3.0,2021.0,0,1,0
3.1,78,1,2.25,0.34,837.26,1118,16.71,1.0,2021.0,3.0,2021.0,0,0,1
5.63,78,1,2.25,0.23,663.72,4482,16.16,1.0,2021.0,3.0,2021.0,0,1,0
2.7,78,1,2.25,0.56,837.26,7672,15.58,1.0,2021.0,3.0,2021.0,0,0,1
5.72,78,1,2.25,0.29,663.72,4484,15.89,1.0,2021.0,3.0,2021.0,0,1,0
7.74,78,1,2.26,0.65,837.26,8615,15.17,1.0,2021.0,3.0,2021.0,0,1,0
7.84,78,1,2.26,0.55,837.26,4488,14.99,1.0,2021.0,3.0,2021.0,0,1,0
1.99,30,1,1.71,0.39,836.0,64,16.33,1.0,2021.0,1.0,2021.0,0,0,1
7.84,78,1,2.26,0.68,837.26,4490,14.95,1.0,2021.0,3.0,2021.0,0,1,0
4.73,30,1,1.71,0.39,836.0,63,16.32,1.0,2021.0,1.0,2021.0,0,0,1
4.48,78,1,1.71,0.51,992.83,7310,15.36,1.0,2021.0,3.0,2021.0,0,1,0
4.41,30,1,1.71,0.39,991.59,71,16.23,1.0,2021.0,1.0,2021.0,0,0,1
4.75,78,1,1.71,0.42,837.26,7672,16.16,1.0,2021.0,3.0,2021.0,0,1,0
4.7,30,1,1.71,0.31,818.46,28,16.84,1.0,2021.0,1.0,2021.0,0,0,1
4.54,77,0,1.71,0.78,837.26,4924,14.87,1.0,2021.0,4.0,2021.0,0,1,0
4.5,78,1,1.71,0.62,679.62,7311,15.41,1.0,2021.0,3.0,2021.0,0,1,0
4.78,30,1,1.71,0.39,836.0,42,16.45,1.0,2021.0,1.0,2021.0,0,0,1
7.81,77,0,1.71,0.78,992.83,4924,14.87,1.0,2021.0,4.0,2021.0,0,1,0
5.24,78,1,1.71,0.44,679.62,7310,15.71,1.0,2021.0,3.0,2021.0,0,1,0
6.92,30,1,1.71,0.61,837.26,566,15.12,1.0,2021.0,1.0,2021.0,0,0,1
6.55,77,0,1.71,0.83,992.83,4924,14.88,1.0,2021.0,4.0,2021.0,0,1,0
4.56,78,1,1.71,0.44,992.83,7310,15.65,1.0,2021.0,3.0,2021.0,0,1,0
4.6,77,0,1.71,0.87,992.83,4924,14.84,1.0,2021.0,4.0,2021.0,0,1,0
4.85,77,0,1.71,0.83,992.83,4968,15.02,1.0,2021.0,4.0,2021.0,0,1,0
4.79,78,1,1.71,0.62,837.26,7311,15.38,1.0,2021.0,3.0,2021.0,0,1,0
4.02,77,0,1.71,0.78,992.83,4968,15.06,1.0,2021.0,4.0,2021.0,0,1,0
4.15,77,0,1.71,0.51,992.83,5161,15.5,1.0,2021.0,4.0,2021.0,0,1,0
4.54,78,1,1.71,0.34,837.26,7310,16.02,1.0,2021.0,3.0,2021.0,0,1,0
5.48,77,0,1.71,0.56,992.83,5178,15.7,1.0,2021.0,4.0,2021.0,0,1,0
5.75,77,0,1.71,0.69,992.83,5162,15.31,1.0,2021.0,4.0,2021.0,0,1,0
4.56,78,1,1.71,0.44,837.26,7310,15.66,1.0,2021.0,3.0,2021.0,0,1,0
7.65,77,0,1.71,0.78,992.83,5162,15.29,1.0,2021.0,4.0,2021.0,0,1,0
4.5,77,0,1.71,0.45,992.83,5162,15.67,1.0,2021.0,4.0,2021.0,0,1,0
4.53,78,1,1.71,0.44,992.83,7310,15.6,1.0,2021.0,3.0,2021.0,0,1,0
4.54,77,0,1.71,0.62,992.83,5162,15.38,1.0,2021.0,4.0,2021.0,0,1,0
4.5,77,0,1.71,0.74,992.83,5162,15.34,1.0,2021.0,4.0,2021.0,0,1,0
4.44,78,1,1.71,0.44,837.26,7310,15.61,1.0,2021.0,3.0,2021.0,0,1,0
2.87,78,1,1.71,0.34,837.26,5428,16.11,1.0,2021.0,3.0,2021.0,0,0,1
7.0,78,1,1.71,0.34,837.26,5428,16.09,1.0,2021.0,3.0,2021.0,0,0,1
4.37,78,1,1.71,0.44,992.83,7310,15.65,1.0,2021.0,3.0,2021.0,0,1,0
1.56,78,1,1.71,0.34,837.26,5424,16.16,1.0,2021.0,3.0,2021.0,0,0,1
4.7,78,1,1.71,0.34,837.26,7720,16.14,1.0,2021.0,3.0,2021.0,0,0,1
4.67,78,1,1.71,0.44,992.83,7310,15.62,1.0,2021.0,3.0,2021.0,0,1,0
1.49,78,1,1.71,0.34,837.26,5403,16.15,1.0,2021.0,3.0,2021.0,0,0,1
2.74,78,1,1.71,0.34,837.26,5403,16.19,1.0,2021.0,3.0,2021.0,0,0,1
3.15,78,1,1.71,0.34,837.26,5403,16.14,1.0,2021.0,3.0,2021.0,0,0,1
1.35,78,1,1.71,0.42,837.26,5403,15.74,1.0,2021.0,3.0,2021.0,0,0,1
1.25,78,1,1.71,0.42,837.26,5316,15.73,1.0,2021.0,3.0,2021.0,0,0,1
1.77,78,1,1.71,0.42,837.26,5428,15.7,1.0,2021.0,3.0,2021.0,0,0,1
5.51,78,1,2.25,0.34,837.26,5358,16.1,1.0,2021.0,3.0,2021.0,0,0,1
2.04,78,1,1.71,0.42,837.26,7739,15.72,1.0,2021.0,3.0,2021.0,0,0,1
3.03,78,1,1.71,0.34,837.26,5298,16.2,1.0,2021.0,3.0,2021.0,0,0,1
1.85,78,1,2.25,0.34,837.26,4066,16.95,1.0,2021.0,3.0,2021.0,0,0,1
2.54,78,1,1.71,0.34,837.26,5316,16.13,1.0,2021.0,3.0,2021.0,0,0,1
2.42,30,1,2.25,0.38,783.28,1120,15.8,1.0,2021.0,1.0,2021.0,0,0,1
7.23,32,1,2.11,0.43,1122.18,1544,14.51,1.0,2021.0,1.0,2021.0,0,0,0
4.44,32,1,2.11,0.42,1148.54,1544,14.51,1.0,2021.0,1.0,2021.0,0,0,0
4.7,32,1,2.11,0.42,1128.93,1544,14.51,1.0,2021.0,1.0,2021.0,0,0,0
0.29,78,1,2.25,0.31,837.26,5358,16.22,1.0,2021.0,3.0,2021.0,0,0,1
5.27,32,1,2.11,0.42,1111.14,1544,14.55,1.0,2021.0,1.0,2021.0,0,0,0
6.88,78,1,2.36,0.78,992.83,8076,14.43,1.0,2021.0,2.0,2021.0,0,1,0
5.73,77,0,1.71,0.69,837.26,4807,15.25,1.0,2021.0,5.0,2021.0,0,1,0
4.12,77,0,1.71,0.4,837.26,4807,15.42,1.0,2021.0,5.0,2021.0,0,1,0
4.09,77,0,1.71,0.72,679.62,4807,15.26,1.0,2021.0,5.0,2021.0,0,1,0
6.18,30,1,2.25,0.31,818.46,1054,15.35,1.0,2021.0,1.0,2021.0,0,0,1
4.32,77,0,1.71,0.51,837.26,4807,15.25,1.0,2021.0,5.0,2021.0,0,1,0
4.05,77,0,1.71,0.56,837.26,4807,15.26,1.0,2021.0,5.0,2021.0,0,1,0
4.55,77,0,1.71,0.63,679.62,4807,15.28,1.0,2021.0,5.0,2021.0,0,1,0
4.96,30,1,1.71,0.34,647.79,2143,15.46,1.0,2021.0,10.0,2020.0,0,0,1
3.94,77,0,1.71,0.63,679.62,4807,15.25,1.0,2021.0,5.0,2021.0,0,1,0
5.32,77,0,1.71,0.78,749.26,4921,14.88,1.0,2021.0,5.0,2021.0,0,1,0
3.96,77,0,1.71,0.77,590.23,4921,14.94,1.0,2021.0,5.0,2021.0,0,1,0
6.11,77,0,1.71,0.79,635.04,4923,15.05,1.0,2021.0,5.0,2021.0,0,1,0
4.1,77,0,1.71,0.66,679.62,4921,15.08,1.0,2021.0,5.0,2021.0,0,1,0
4.42,77,0,1.71,0.75,837.26,4921,14.89,1.0,2021.0,5.0,2021.0,0,1,0
5.21,77,0,1.71,0.81,635.04,4922,14.99,1.0,2021.0,5.0,2021.0,0,1,0
4.58,77,0,1.71,0.79,679.62,4922,14.98,1.0,2021.0,5.0,2021.0,0,1,0
4.19,77,0,1.71,0.78,679.62,4923,15.31,1.0,2021.0,5.0,2021.0,0,1,0
4.15,77,0,1.71,0.72,692.31,4922,14.97,1.0,2021.0,5.0,2021.0,0,1,0
5.11,77,0,1.71,0.79,679.62,4923,15.17,1.0,2021.0,5.0,2021.0,0,1,0
6.35,26,1,1.71,0.9,992.83,8527,15.39,1.0,2021.0,4.0,2021.0,0,1,0
6.91,26,1,1.71,0.87,992.83,8524,15.35,1.0,2021.0,4.0,2021.0,0,1,0
7.38,26,1,1.71,0.9,992.83,8526,15.35,1.0,2021.0,4.0,2021.0,0,1,0
5.74,26,0,1.71,0.87,992.83,8472,15.24,1.0,2021.0,4.0,2021.0,0,1,0
4.05,26,0,1.71,0.9,679.62,8516,15.38,1.0,2021.0,4.0,2021.0,0,1,0
5.76,26,0,1.71,0.87,837.26,8522,15.35,1.0,2021.0,4.0,2021.0,0,1,0
5.59,26,0,1.71,0.9,837.26,8523,15.35,1.0,2021.0,4.0,2021.0,0,1,0
4.72,26,0,1.71,0.9,837.26,8525,15.4,1.0,2021.0,4.0,2021.0,0,1,0
4.74,26,0,1.71,0.83,837.26,8530,15.57,1.0,2021.0,4.0,2021.0,0,1,0
5.72,26,0,1.71,0.9,837.26,8534,15.55,1.0,2021.0,4.0,2021.0,0,1,0
4.47,26,0,1.71,0.87,837.26,8532,15.58,1.0,2021.0,4.0,2021.0,0,1,0
7.04,25,1,1.71,0.51,799.63,2724,15.65,1.0,2021.0,5.0,2021.0,0,1,0
5.59,25,1,1.71,0.81,878.51,8322,15.55,1.0,2021.0,4.0,2021.0,0,1,0
5.51,25,1,1.71,0.81,918.39,8322,15.56,1.0,2021.0,4.0,2021.0,0,1,0
4.98,78,1,1.71,0.42,992.83,4428,15.46,1.0,2021.0,3.0,2021.0,0,0,1
7.01,78,1,1.71,0.42,992.83,4428,15.54,1.0,2021.0,3.0,2021.0,0,0,1
6.9,78,1,1.71,0.44,992.83,4428,15.58,1.0,2021.0,3.0,2021.0,0,0,1
2.66,78,1,1.71,0.44,837.26,4428,15.58,1.0,2021.0,3.0,2021.0,0,0,1
1.83,78,1,1.71,0.45,992.83,4428,15.42,1.0,2021.0,3.0,2021.0,0,0,1
4.91,78,1,1.71,0.45,837.26,4428,15.48,1.0,2021.0,3.0,2021.0,0,0,1
4.6,78,1,1.71,0.45,679.62,4428,15.58,1.0,2021.0,3.0,2021.0,0,0,1
6.97,78,1,1.71,0.48,992.83,4428,15.42,1.0,2021.0,3.0,2021.0,0,0,1
2.13,78,1,1.71,0.48,992.83,4428,15.31,1.0,2021.0,3.0,2021.0,0,0,1
5.59,78,1,1.71,0.51,992.83,4428,15.29,1.0,2021.0,3.0,2021.0,0,0,1
7.41,78,1,1.71,0.51,992.83,4428,15.34,1.0,2021.0,3.0,2021.0,0,0,1
3.05,78,1,1.71,0.51,837.26,4428,15.31,1.0,2021.0,3.0,2021.0,0,0,1
2.74,78,1,1.71,0.54,679.62,4428,15.39,1.0,2021.0,3.0,2021.0,0,0,1
6.3,78,1,1.71,0.54,992.83,4428,15.39,1.0,2021.0,3.0,2021.0,0,0,1
5.7,78,1,1.71,0.62,992.83,4428,15.24,1.0,2021.0,3.0,2021.0,0,0,1
2.99,78,1,1.71,0.51,679.62,4428,15.36,1.0,2021.0,3.0,2021.0,0,0,1
6.97,78,1,1.71,0.45,992.83,4428,15.5,1.0,2021.0,3.0,2021.0,0,0,1
5.61,78,1,1.71,0.34,837.26,4428,15.66,1.0,2021.0,3.0,2021.0,0,0,1
3.37,78,1,1.71,0.34,679.62,4428,15.72,1.0,2021.0,3.0,2021.0,0,0,1
4.98,78,1,1.71,0.38,837.26,4428,15.49,1.0,2021.0,3.0,2021.0,0,0,1
4.51,78,1,1.71,0.51,837.26,4428,15.35,1.0,2021.0,3.0,2021.0,0,0,1
3.02,78,1,1.71,0.62,837.26,4428,15.24,1.0,2021.0,3.0,2021.0,0,0,1
2.91,78,1,1.71,0.62,679.62,4428,15.21,1.0,2021.0,3.0,2021.0,0,0,1
2.41,78,1,1.71,0.62,679.62,4428,15.28,1.0,2021.0,3.0,2021.0,0,0,1
3.17,78,1,1.71,0.69,837.26,4428,15.13,1.0,2021.0,3.0,2021.0,0,0,1
2.36,78,1,1.71,0.5,992.83,4428,15.42,1.0,2021.0,3.0,2021.0,0,0,1
2.54,78,1,1.71,0.69,679.62,4428,15.14,1.0,2021.0,3.0,2021.0,0,0,1
4.82,78,1,1.71,0.31,837.26,4428,15.78,1.0,2021.0,3.0,2021.0,0,0,1
2.83,78,1,1.71,0.69,992.83,4428,15.15,1.0,2021.0,3.0,2021.0,0,0,1
2.81,78,1,1.71,0.45,837.26,4428,15.45,1.0,2021.0,3.0,2021.0,0,0,1
3.2,78,1,1.71,0.42,679.62,4428,15.49,1.0,2021.0,3.0,2021.0,0,0,1
3.06,78,1,1.71,0.55,992.83,4428,15.34,1.0,2021.0,3.0,2021.0,0,0,1
2.03,78,1,1.71,0.42,837.26,4428,15.45,1.0,2021.0,3.0,2021.0,0,0,1
3.05,78,1,1.71,0.38,679.62,4428,15.67,1.0,2021.0,3.0,2021.0,0,0,1
2.82,78,1,1.71,0.56,992.83,4428,15.37,1.0,2021.0,3.0,2021.0,0,0,1
4.69,78,1,1.71,0.51,679.62,4428,15.42,1.0,2021.0,3.0,2021.0,0,0,1
4.77,78,1,1.71,0.38,837.26,4428,15.64,1.0,2021.0,3.0,2021.0,0,0,1
3.24,78,1,1.71,0.78,837.26,4428,15.15,1.0,2021.0,3.0,2021.0,0,0,1
4.95,78,1,1.71,0.42,837.26,4428,15.56,1.0,2021.0,3.0,2021.0,0,0,1
2.59,78,1,1.71,0.69,679.62,4428,15.18,1.0,2021.0,3.0,2021.0,0,0,1
5.81,78,1,1.71,0.34,837.26,4428,15.78,1.0,2021.0,3.0,2021.0,0,0,1
2.58,78,1,1.71,0.78,992.83,4428,15.17,1.0,2021.0,3.0,2021.0,0,0,1
3.3,78,1,1.71,0.57,837.26,4428,15.29,1.0,2021.0,3.0,2021.0,0,0,1
6.93,77,0,1.71,0.62,635.04,4822,15.23,1.0,2021.0,5.0,2021.0,0,1,0
2.59,25,1,1.71,0.34,679.62,2321,15.26,1.0,2021.0,4.0,2021.0,0,0,1
1.83,25,1,1.71,0.34,837.26,2322,15.18,1.0,2021.0,4.0,2021.0,0,0,1
1.86,25,1,1.71,0.38,679.62,2323,15.17,1.0,2021.0,4.0,2021.0,0,0,1
2.44,25,1,1.71,0.38,837.26,2324,15.14,1.0,2021.0,4.0,2021.0,0,0,1
5.21,25,1,1.71,0.45,679.62,2325,15.12,1.0,2021.0,4.0,2021.0,0,0,1
1.5,25,1,1.71,0.45,711.33,2326,15.16,1.0,2021.0,4.0,2021.0,0,0,1
2.16,25,1,1.71,0.45,742.95,2327,15.13,1.0,2021.0,4.0,2021.0,0,0,1
2.74,25,1,1.71,0.45,774.47,2328,15.09,1.0,2021.0,4.0,2021.0,0,0,1
6.64,25,1,1.71,0.45,837.26,2329,15.1,1.0,2021.0,4.0,2021.0,0,0,1
2.06,25,1,1.71,0.45,868.52,2330,15.1,1.0,2021.0,4.0,2021.0,0,0,1
5.85,25,1,1.71,0.45,992.83,2331,15.07,1.0,2021.0,4.0,2021.0,0,0,1
1.87,25,1,1.71,0.48,679.62,2332,15.13,1.0,2021.0,4.0,2021.0,0,0,1
0.64,25,1,1.71,0.48,711.33,2333,15.11,1.0,2021.0,4.0,2021.0,0,0,1
1.14,25,1,1.71,0.48,742.95,2334,15.06,1.0,2021.0,4.0,2021.0,0,0,1
5.4,25,1,1.71,0.48,837.26,2335,15.09,1.0,2021.0,4.0,2021.0,0,0,1
1.34,25,1,1.71,0.48,899.71,2336,15.06,1.0,2021.0,4.0,2021.0,0,0,1
2.39,25,1,1.71,0.48,961.86,2337,15.07,1.0,2021.0,4.0,2021.0,0,0,1
1.86,25,1,1.71,0.48,992.83,2338,15.09,1.0,2021.0,4.0,2021.0,0,0,1
0.68,25,1,1.71,0.51,615.86,2348,15.11,1.0,2021.0,4.0,2021.0,0,0,1
5.41,25,1,1.71,0.51,679.62,2339,15.13,1.0,2021.0,4.0,2021.0,0,0,1
2.67,25,1,1.71,0.51,711.33,2340,15.13,1.0,2021.0,4.0,2021.0,0,0,1
0.16,25,1,1.71,0.51,742.95,2341,15.05,1.0,2021.0,4.0,2021.0,0,0,1
2.77,25,1,1.71,0.51,805.91,2342,15.1,1.0,2021.0,4.0,2021.0,0,0,1
6.65,25,1,1.71,0.51,837.26,2343,15.05,1.0,2021.0,4.0,2021.0,0,0,1
2.44,25,1,1.71,0.51,868.52,2344,15.06,1.0,2021.0,4.0,2021.0,0,0,1
2.5,25,1,1.71,0.51,899.71,2345,15.05,1.0,2021.0,4.0,2021.0,0,0,1
1.44,25,1,1.71,0.51,930.82,2346,15.08,1.0,2021.0,4.0,2021.0,0,0,1
5.7,25,1,1.71,0.51,992.83,2347,15.1,1.0,2021.0,4.0,2021.0,0,0,1
2.91,25,1,1.71,0.57,679.62,2350,15.06,1.0,2021.0,4.0,2021.0,0,0,1
2.87,25,1,1.71,0.57,742.95,2351,15.03,1.0,2021.0,4.0,2021.0,0,0,1
2.01,25,1,1.71,0.57,774.47,2352,15.04,1.0,2021.0,4.0,2021.0,0,0,1
4.63,25,1,1.71,0.57,837.26,2353,15.03,1.0,2021.0,4.0,2021.0,0,0,1
7.08,25,1,1.71,0.57,992.83,2354,15.04,1.0,2021.0,4.0,2021.0,0,0,1
1.97,25,1,1.71,0.62,615.86,2364,15.08,1.0,2021.0,4.0,2021.0,0,0,1
5.13,25,1,1.71,0.62,679.62,2356,15.06,1.0,2021.0,4.0,2021.0,0,0,1
2.79,25,1,1.71,0.62,742.95,2357,15.03,1.0,2021.0,4.0,2021.0,0,0,1
6.71,25,1,1.71,0.62,837.26,2359,15.0,1.0,2021.0,4.0,2021.0,0,0,1
1.81,25,1,1.71,0.62,868.52,2360,15.03,1.0,2021.0,4.0,2021.0,0,0,1
0.88,25,1,1.71,0.62,930.82,2361,15.03,1.0,2021.0,4.0,2021.0,0,0,1
2.1,25,1,1.71,0.66,837.26,2365,15.02,1.0,2021.0,4.0,2021.0,0,0,1
1.52,25,1,1.71,0.69,615.86,2372,15.06,1.0,2021.0,4.0,2021.0,0,0,1
5.96,25,1,1.71,0.69,679.62,2366,15.03,1.0,2021.0,4.0,2021.0,0,0,1
1.89,25,1,1.71,0.69,774.47,2367,15.01,1.0,2021.0,4.0,2021.0,0,0,1
6.07,25,1,1.71,0.69,837.26,2368,15.04,1.0,2021.0,4.0,2021.0,0,0,1
1.63,25,1,1.71,0.69,992.83,2369,15.01,1.0,2021.0,4.0,2021.0,0,0,1
0.94,25,1,1.71,0.74,679.62,2373,15.04,1.0,2021.0,4.0,2021.0,0,0,1
0.71,25,1,1.71,0.74,837.26,2374,15.01,1.0,2021.0,4.0,2021.0,0,0,1
2.26,25,1,1.71,0.74,992.83,2376,15.0,1.0,2021.0,4.0,2021.0,0,0,1
2.61,25,1,1.71,0.78,615.86,2380,15.02,1.0,2021.0,4.0,2021.0,0,0,1
1.29,25,1,1.71,0.78,679.62,2377,15.05,1.0,2021.0,4.0,2021.0,0,0,1
2.9,25,1,1.71,0.78,837.26,2378,15.03,1.0,2021.0,4.0,2021.0,0,0,1
1.79,25,1,1.71,0.78,992.83,2379,15.02,1.0,2021.0,4.0,2021.0,0,0,1
0.95,25,1,1.71,0.51,619.06,2394,15.21,1.0,2021.0,4.0,2021.0,0,0,1
0.86,25,1,1.71,0.51,679.62,2390,15.17,1.0,2021.0,4.0,2021.0,0,0,1
2.84,25,1,1.71,0.51,837.26,2391,15.18,1.0,2021.0,4.0,2021.0,0,0,1
1.67,25,1,1.71,0.51,992.83,2392,15.17,1.0,2021.0,4.0,2021.0,0,0,1
1.75,25,1,1.71,0.51,1002.11,2393,15.19,1.0,2021.0,4.0,2021.0,0,0,1
2.22,25,1,1.71,0.57,679.62,2395,15.14,1.0,2021.0,4.0,2021.0,0,0,1
0.46,25,1,1.71,0.57,837.26,2396,15.1,1.0,2021.0,4.0,2021.0,0,0,1
2.58,25,1,1.71,0.62,679.62,2397,15.13,1.0,2021.0,4.0,2021.0,0,0,1
